Brand;Serie;Color;Location;Fuel;Gear;CEKIS;Year;KM;Galeriden;CC;HP;GARANTI;Price
Opel;Astra;-;Elazığ;Dizel;Duz;Onden;2013; 124 ;0;1248;95;0;156000
Ford;C-Max;-;Kocaeli;Dizel;Duz;Onden;2012; 124 ;0;1560;115;0;156000
Volkswagen;Touran;-;Ordu;LPG;Duz;Onden;2009; 118 ;0;1595;102;0;156000
Ford;Focus;-;Iğdır;LPG;Yarı;Onden;2012; 109 ;0;1596;125;0;156000
Ford;Focus;-;Aksaray;LPG;Duz;Onden;2012; 102 ;0;1596;125;0;156000
Hyundai;Accent;-;Samsun;Dizel;Yarı;Onden;2016; 75 ;0;1582;136;0;156000
Ford;Focus;-;Osmaniye;LPG;Duz;Onden;2014; 68 ;0;1596;125;0;156000
Opel;Astra;-;İstanbul;Dizel;Duz;Onden;2013; 68 ;0;1248;95;0;156000
Peugeot;208;-;Hatay;Benzin;Yarı;Onden;2018; 64 ;0;1199;83;1;156000
Opel;Astra;-;Diyarbakır;LPG;Duz;Onden;2018; 54 ;0;1598;115;1;156000
Chevrolet;Cruze;-;Burdur;LPG;Otomatik;Onden;2013; 42 ;0;1598;124;0;156000
Opel;Astra;-;İstanbul;Benzin;Duz;Onden;2017; 38 ;0;1598;115;1;156000
Peugeot;208;-;Adana;Dizel;Duz;Onden;2020; 17 ;0;1499;102;1;156000
Ford;Fiesta;-;Osmaniye;Benzin;Yarı;Onden;2013; 39 ;0;1596;105;0;155850
Volkswagen;Jetta;-;Şanlıurfa;Dizel;Yarı;Onden;2011; 205 ;0;1598;105;0;155750
Volkswagen;Passat;-;Mersin;Benzin;Otomatik;Onden;2011; 130 ;0;1390;122;0;155750
Peugeot;308;-;İstanbul;Dizel;Yarı;Onden;2013; 115 ;0;1560;114;0;155500
Opel;Astra;-;Bursa;Dizel;Duz;Onden;2013; 85 ;0;1248;95;0;155500
Fiat;Egea;-;İstanbul;Dizel;Yarı;Onden;2017; 75 ;0;1598;120;1;155500
Dacia;Sandero;-;Karabük;Benzin;Yarı;Onden;2020; 2 ;0;898;90;1;155500
Skoda;Octavia;-;Ankara;Dizel;Yarı;Onden;2013; 273 ;0;1598;105;0;155000
Volkswagen;Golf;-;Mersin;Dizel;Duz;Onden;2014; 264 ;0;1598;90;0;155000
Mercedes;-;-;Bursa;Benzin;Otomatik;Arkadan;2004; 250 ;0;1796;163;0;155000
Volkswagen;Jetta;-;Ankara;Dizel;Yarı;Onden;2011; 227 ;0;1598;105;0;155000
Honda;Civic;-;Kayseri;LPG;Otomatik;Onden;2010; 208 ;0;1595;125;0;155000
Fiat;500;-;Kocaeli;Dizel;Yarı;Onden;2016; 192 ;0;1248;95;0;155000
Ford;Focus;-;Ankara;Dizel;Duz;Onden;2012; 190 ;0;1560;115;0;155000
Skoda;Octavia;-;İstanbul;Dizel;Duz;Onden;2014; 187 ;0;1598;105;0;155000
Volkswagen;Polo;-;Hatay;Dizel;Yarı;Onden;2014; 186 ;0;1422;90;0;155000
Volkswagen;Passat;-;Bursa;LPG;Yarı;Onden;2011; 175 ;0;1390;122;0;155000
Volkswagen;Golf;-;İstanbul;Dizel;Duz;Onden;2013; 157 ;0;1598;90;0;155000
Hyundai;Getz;-;Ankara;Dizel;Duz;Onden;2006; 155 ;0;1493;110;0;155000
Volkswagen;Polo;-;İstanbul;Dizel;Yarı;Onden;2016; 150 ;0;1422;90;0;155000
Volkswagen;Golf;-;Burdur;Dizel;Duz;Onden;2013; 149 ;0;1598;90;0;155000
Audi;A3;-;Ankara;LPG;Yarı;Onden;2009; 141 ;0;1595;102;0;155000
Ford;C-Max;-;İzmir;Dizel;Duz;Onden;2013; 139 ;0;1560;115;0;155000
Ford;Focus;-;Antalya;Dizel;Duz;Onden;2013; 137 ;0;1560;95;0;155000
Volkswagen;Passat;-;Hatay;Dizel;Duz;Onden;2012; 125 ;0;1598;105;0;155000
Renault;Fluence;-;Diyarbakır;Dizel;Yarı;Onden;2016; 120 ;0;1461;110;0;155000
Renault;Laguna;-;İstanbul;LPG;Otomatik;Onden;2009; 119 ;0;1998;170;0;155000
Renault;Megane;-;Mardin;Dizel;Duz;Onden;2015; 113 ;0;1461;110;0;155000
Fiat;Egea;-;Şanlıurfa;Dizel;Yarı;Onden;2017; 103 ;0;1598;120;1;155000
Kia;Ceed;-;İstanbul;Dizel;Duz;Onden;2013; 85 ;0;1582;128;0;155000
Ford;Focus;-;Elazığ;LPG;Yarı;Onden;2013; 83 ;0;1596;125;0;155000
Renault;Megane;-;Nevşehir;Benzin;Duz;Onden;2017; 74 ;0;1598;115;1;155000
Fiat;500;-;Ankara;Dizel;Duz;Onden;2014; 71 ;0;1248;85;0;155000
Ford;Fiesta;-;Ankara;LPG;Yarı;Onden;2015; 68 ;0;1596;105;0;155000
Skoda;Octavia;-;Bursa;Benzin;Yarı;Onden;2011; 64 ;0;1390;122;0;155000
Renault;Clio;-;İstanbul;Dizel;Duz;Onden;2019; 62 ;0;1461;75;1;155000
Hyundai;i20;-;İzmir;Dizel;Duz;Onden;2017; 61 ;0;1396;90;1;155000
Honda;Civic;-;İzmir;LPG;Otomatik;Onden;2013; 60 ;0;1595;125;0;155000
Ford;Focus;-;Malatya;Dizel;Duz;Onden;2013; 58 ;0;1560;95;0;155000
Opel;Astra;-;İstanbul;Benzin;Duz;Onden;2017; 44 ;0;1598;115;1;155000
Renault;Clio;-;İzmir;Benzin;Duz;Onden;2018; 42 ;0;1149;75;1;155000
Hyundai;i30;-;İstanbul;Dizel;Yarı;Onden;2016; 34 ;0;1582;136;0;155000
Dacia;Lodgy;-;Ordu;Dizel;Duz;Onden;2015; 31 ;0;1461;110;0;155000
Opel;Astra;-;Bitlis;LPG;Duz;Onden;2016; 30 ;0;1598;115;0;155000
Renault;Megane;-;Şırnak;Benzin;Duz;Onden;2018; 24 ;0;1598;115;1;155000
Opel;Astra;-;İzmir;Benzin;Duz;Onden;2017; 20 ;0;1598;115;1;155000
Fiat;Egea;-;Zonguldak;Benzin;Duz;Onden;2020; 2 ;0;1368;95;1;155000
Fiat;Egea;-;Tekirdağ;Benzin;Duz;Onden;2020; 2 ;0;1368;95;1;155000
Ford;Focus;-;Bursa;Dizel;Duz;Onden;2014; 111 ;0;1560;95;0;154900
Honda;Civic;-;Manisa;LPG;Otomatik;Onden;2011; 144 ;0;1595;125;0;154750
Opel;Astra;-;Antalya;Dizel;Duz;Onden;2012; 116 ;0;1248;95;0;154750
Opel;Astra;-;Osmaniye;LPG;Otomatik;Onden;2012; 131 ;0;1364;140;0;154500
Honda;Civic;-;Osmaniye;LPG;Otomatik;Onden;2009; 129 ;0;1595;125;0;154500
Opel;Astra;-;İstanbul;Dizel;Duz;Onden;2014; 95 ;0;1598;136;0;154500
Ford;Fiesta;-;Adana;Dizel;Duz;Onden;2017; 32 ;0;1498;75;1;154500
BMW;3;-;Adana;LPG;Otomatik;Arkadan;2008; 242 ;0;1995;170;0;154000
Ford;Focus;-;Adana;Dizel;Duz;Onden;2012; 170 ;0;1560;115;0;154000
Ford;C-Max;-;Hatay;Dizel;Duz;Onden;2013; 167 ;0;1560;115;0;154000
Opel;Astra;-;Uşak;LPG;Otomatik;Onden;2012; 146 ;0;1364;140;0;154000
Opel;Astra;-;Yalova;Dizel;Duz;Onden;2013; 111 ;0;1248;95;0;154000
Peugeot;208;-;Kırıkkale;Benzin;Yarı;Onden;2015; 57 ;0;1199;83;0;154000
Renault;Clio;-;Eskişehir;Benzin;Yarı;Onden;2017; 55 ;0;1197;120;1;154000
Dacia;Sandero;-;Mersin;Dizel;Duz;Onden;2018; 31 ;0;1461;90;1;154000
Opel;Astra;-;İstanbul;Dizel;Duz;Onden;2012; 89 ;0;1248;95;0;153900
Renault;Clio;-;İzmir;Dizel;Yarı;Onden;2017; 90 ;0;1461;90;1;153750
Hyundai;i20;-;Trabzon;Dizel;Duz;Onden;2015; 109 ;0;1396;90;0;153500
Opel;Astra;-;İstanbul;Benzin;Otomatik;Onden;2012; 98 ;0;1364;140;0;153500
DS;Automobiles;-;İstanbul;Dizel;Duz;Onden;2012; 68 ;0;1560;93;0;153500
Opel;Astra;-;Eskişehir;LPG;Duz;Onden;2016; 58 ;0;1598;115;0;153500
Seat;Ibiza;-;İstanbul;Benzin;Yarı;Onden;2014; 55 ;0;1197;105;0;153500
Fiat;Egea;-;İstanbul;Dizel;Duz;Onden;2020; 13 ;0;1248;95;1;153500
Volkswagen;Jetta;-;İstanbul;Benzin;Yarı;Onden;2012; 178 ;0;1197;105;0;153000
Ford;Focus;-;Hatay;Dizel;Duz;Onden;2015; 140 ;0;1560;95;0;153000
Opel;Corsa;-;Diyarbakır;LPG;Otomatik;Onden;2015; 110 ;0;1398;90;0;153000
Opel;Astra;-;Ankara;Dizel;Duz;Onden;2010; 96 ;0;1248;90;0;153000
Skoda;Rapid;-;İstanbul;Benzin;Yarı;Onden;2015; 88 ;0;1197;90;0;153000
Fiat;Egea;-;İstanbul;Benzin;Otomatik;Onden;2016; 55 ;0;1598;110;0;153000
Dacia;Sandero;-;Elazığ;Dizel;Yarı;Onden;2017; 101 ;0;1461;90;1;152950
Volkswagen;Jetta;-;Denizli;Benzin;Duz;Onden;2012; 100 ;0;1197;105;0;152750
Kia;Rio;-;İstanbul;Dizel;Duz;Onden;2016; 88 ;0;1396;90;0;152500
Hyundai;Accent;-;İstanbul;Dizel;Duz;Onden;2017; 72 ;0;1582;136;0;152500
Dacia;Sandero;-;İstanbul;Dizel;Yarı;Onden;2016; 64 ;0;1461;90;0;152500
Ford;Focus;-;İstanbul;Dizel;Duz;Onden;2016; 55 ;0;1560;115;0;152500
Volkswagen;Polo;-;Hatay;Benzin;Duz;Onden;2014; 45 ;0;1197;90;0;152500
Hyundai;i20;-;Gaziantep;LPG;Duz;Onden;2018; 25 ;0;1248;84;1;152500
Fiat;Egea;-;Bursa;Benzin;Duz;Onden;2020; 4 ;0;1368;95;1;152500
Audi;A6;-;Muğla;Dizel;Otomatik;Onden;2009; 352 ;0;1968;136;0;152000
Volkswagen;Passat;-;Ağrı;Benzin;Duz;Onden;2010; 189 ;0;1390;122;0;152000
Volkswagen;Jetta;-;Gaziantep;LPG;Duz;Onden;2012; 179 ;0;1390;122;0;152000
Skoda;Rapid;-;Kırklareli;Dizel;Yarı;Onden;2014; 172 ;0;1598;90;0;152000
Volkswagen;Passat;-;Siirt;LPG;Yarı;Onden;2011; 160 ;0;1390;122;0;152000
Volkswagen;Jetta;-;Diyarbakır;Dizel;Duz;Onden;2014; 98 ;0;1598;105;0;152000
Renault;Megane;-;Kastamonu;Benzin;Duz;Onden;2014; 91 ;0;1598;110;0;152000
Opel;Astra;-;Niğde;LPG;Duz;Onden;2017; 59 ;0;1598;115;1;152000
Renault;Fluence;-;Denizli;LPG;Otomatik;Onden;2013; 55 ;0;1598;115;0;152000
Volkswagen;Golf;-;Aksaray;Dizel;Duz;Onden;2012; 51 ;0;1598;90;0;152000
Opel;Corsa;-;Muş;LPG;Otomatik;Onden;2016; 50 ;0;1398;90;0;152000
Ford;B-Max;-;Iğdır;Benzin;Yarı;Onden;2014; 50 ;0;1596;105;0;152000
Opel;Astra;-;Bursa;Benzin;Duz;Onden;2014; 46 ;0;1598;115;0;152000
Fiat;Egea;-;Muş;Benzin;Duz;Onden;2020; 5 ;0;1368;95;1;152000
Fiat;Egea;-;İstanbul;Benzin;Duz;Onden;2020; 25 ;0;1368;95;1;151900
Seat;Leon;-;Samsun;Dizel;Yarı;Onden;2013; 153 ;0;1598;105;0;151500
Honda;Civic;-;Adana;LPG;Otomatik;Onden;2012; 144 ;0;1595;125;0;151500
Volkswagen;Passat;-;Ankara;LPG;Otomatik;Onden;2010; 140 ;0;1390;122;0;151500
Renault;Fluence;-;İstanbul;Dizel;Yarı;Onden;2016; 95 ;0;1461;110;0;151500
Opel;Astra;-;İstanbul;LPG;Otomatik;Onden;2011; 128 ;0;1598;115;0;151499
Volkswagen;Golf;-;Şanlıurfa;Dizel;Duz;Onden;2014; 151 ;0;1598;90;0;151000
Opel;Astra;-;İstanbul;LPG;Otomatik;Onden;2011; 123 ;0;1364;140;0;151000
Opel;Astra;-;Muş;Benzin;Duz;Onden;2015; 83 ;0;1598;115;0;151000
Renault;Megane;-;Artvin;Dizel;Duz;Onden;2016; 66 ;0;1461;110;0;151000
Volkswagen;Polo;-;Isparta;Dizel;Duz;Onden;2014; 46 ;0;1422;90;0;151000
Fiat;Egea;-;Diyarbakır;Benzin;Duz;Onden;2017; 29 ;0;1368;95;1;151000
Fiat;Egea;-;Adana;Benzin;Duz;Onden;2020; 4 ;0;1368;95;1;151000
Renault;Fluence;-;Gaziantep;Dizel;Yarı;Onden;2016; 76 ;0;1461;110;0;150500
Kia;Rio;-;İstanbul;Benzin;Otomatik;Onden;2015; 40 ;0;1396;109;0;150500
Peugeot;301;-;Gaziantep;Dizel;Duz;Onden;2019; 37 ;0;1499;102;1;150500
BMW;3;-;Elazığ;LPG;Otomatik;Arkadan;2005; 284 ;0;1995;150;0;150000
Mercedes;-;-;Çanakkale;LPG;Otomatik;Arkadan;1993; 270 ;0;3199;231;0;150000
BMW;5;-;Ankara;Benzin;Duz;Arkadan;1990; 265 ;0;2494;192;0;150000
Ford;C-Max;-;İzmir;Dizel;Duz;Onden;2012; 199 ;0;1560;115;0;150000
Seat;Altea;-;Çanakkale;Dizel;Yarı;Onden;2012; 166 ;0;1598;105;0;150000
Volkswagen;Scirocco;-;Tekirdağ;Benzin;Duz;Onden;2012; 165 ;0;1390;160;0;150000
Opel;Astra;-;Ordu;Dizel;Duz;Onden;2013; 151 ;0;1248;95;0;150000
Skoda;SuperB;-;Şanlıurfa;Benzin;Duz;Onden;2009; 149 ;0;1390;125;0;150000
Ford;S-Max;-;Muğla;Dizel;Duz;Onden;2016; 129 ;0;1560;115;0;150000
Ford;Focus;-;Van;LPG;Yarı;Onden;2013; 124 ;0;1596;125;0;150000
Volkswagen;Jetta;-;İstanbul;Dizel;Duz;Onden;2011; 123 ;0;1598;105;0;150000
Volkswagen;Jetta;-;İzmir;Benzin;Duz;Onden;2011; 118 ;0;1197;105;0;150000
Volkswagen;Polo;-;Muğla;Dizel;Duz;Onden;2013; 117 ;0;1598;90;0;150000
Renault;Clio;-;İstanbul;Dizel;Yarı;Onden;2015; 116 ;0;1461;90;0;150000
Ford;Focus;-;Aksaray;Dizel;Duz;Onden;2014; 116 ;0;1560;95;0;150000
Volkswagen;Jetta;-;Osmaniye;Benzin;Duz;Onden;2014; 106 ;0;1197;105;0;150000
Skoda;Octavia;-;Konya;Benzin;Yarı;Onden;2011; 105 ;0;1390;122;0;150000
Opel;Insignia;-;Bursa;Benzin;Duz;Onden;2009; 99 ;0;1598;180;0;150000
Opel;Astra;-;İstanbul;LPG;Otomatik;Onden;2013; 99 ;0;1364;140;0;150000
Ford;Focus;-;İstanbul;Dizel;Duz;Onden;2013; 96 ;0;1560;115;0;150000
Hyundai;Accent;-;Samsun;Dizel;Duz;Onden;2012; 96 ;0;1582;128;0;150000
Opel;Astra;-;İstanbul;Benzin;Duz;Onden;2018; 88 ;0;1598;115;1;150000
Hyundai;i20;-;İstanbul;Dizel;Duz;Onden;2015; 88 ;0;1396;90;0;150000
Opel;Astra;-;Erzurum;Benzin;Duz;Onden;2011; 80 ;0;1364;140;0;150000
Opel;Corsa;-;Ankara;Benzin;Otomatik;Onden;2016; 78 ;0;1398;90;0;150000
Nissan;Micra;-;İstanbul;Benzin;Otomatik;Onden;2018; 66 ;0;1198;80;1;150000
Opel;Astra;-;Kahramanmaraş;LPG;Duz;Onden;2017; 63 ;0;1598;115;1;150000
Hyundai;Accent;-;Antalya;Dizel;Yarı;Onden;2015; 63 ;0;1582;136;0;150000
Opel;Corsa;-;Konya;LPG;Otomatik;Onden;2016; 48 ;0;1398;90;0;150000
Volkswagen;Polo;-;Konya;Benzin;Duz;Onden;2017; 32 ;0;999;75;1;150000
Opel;Astra;-;İstanbul;Benzin;Duz;Onden;2016; 29 ;0;1598;115;0;150000
Dacia;Lodgy;-;Batman;Dizel;Duz;Onden;2015; 27 ;0;1461;110;0;150000
Ford;Focus;-;Sakarya;Dizel;Duz;Onden;2012; 119 ;0;1560;115;0;149999
Honda;Civic;-;Kayseri;LPG;Otomatik;Onden;2012; 112 ;0;1595;125;0;149850
Volkswagen;Jetta;-;Ankara;Dizel;Duz;Onden;2012; 175 ;0;1598;105;0;149750
Dacia;Lodgy;-;İstanbul;Dizel;Duz;Onden;2018; 80 ;0;1461;90;1;149750
Hyundai;Accent;-;İstanbul;Dizel;Yarı;Onden;2016; 80 ;0;1582;136;0;149750
Nissan;Micra;-;Manisa;Benzin;Otomatik;Onden;2017; 49 ;0;1198;80;1;149750
Ford;Focus;-;Kayseri;Dizel;Duz;Onden;2012; 126 ;0;1560;115;0;149600
Hyundai;i30;-;İstanbul;Dizel;Duz;Onden;2013; 147 ;0;1582;128;0;149500
Ford;Fiesta;-;İstanbul;Dizel;Duz;Onden;2015; 62 ;0;1498;75;0;149500
Dacia;Sandero;-;Muğla;Dizel;Duz;Onden;2018; 57 ;0;1461;90;1;149500
Opel;Astra;-;Muş;LPG;Duz;Onden;2017; 50 ;0;1598;115;1;149500
Ford;Fiesta;-;Ankara;Benzin;Yarı;Onden;2015; 46 ;0;1596;105;0;149500
Fiat;Egea;-;Ankara;Dizel;Duz;Onden;2020; 14 ;0;1248;95;1;149500
Seat;Leon;-;Aksaray;Benzin;Duz;Onden;2010; 138 ;0;1390;125;0;149250
Ford;C-Max;-;İzmir;Dizel;Duz;Onden;2012; 235 ;0;1560;115;0;149000
Volkswagen;Polo;-;İstanbul;Dizel;Yarı;Onden;2014; 204 ;0;1422;90;0;149000
Volkswagen;Jetta;-;İstanbul;Dizel;Yarı;Onden;2013; 182 ;0;1598;105;0;149000
Volkswagen;Golf;-;İstanbul;Dizel;Duz;Onden;2014; 158 ;0;1598;90;0;149000
Opel;Astra;-;Denizli;Dizel;Duz;Onden;2013; 135 ;0;1248;95;0;149000
Skoda;Rapid;-;İstanbul;Dizel;Yarı;Onden;2015; 118 ;0;1422;90;0;149000
Opel;Corsa;-;İstanbul;Benzin;Otomatik;Onden;2013; 44 ;0;1364;100;0;149000
Hyundai;i20;-;Konya;Dizel;Duz;Onden;2015; 42 ;0;1396;90;0;149000
Opel;Corsa;-;İstanbul;Benzin;Otomatik;Onden;2014; 33 ;0;1364;100;0;149000
Fiat;Egea;-;Ankara;Benzin;Duz;Onden;2020; 10 ;0;1368;95;1;149000
Renault;Clio;-;Kocaeli;Benzin;Duz;Onden;2020; 1 ;0;898;90;1;149000
Volkswagen;Jetta;-;Gaziantep;Dizel;Duz;Onden;2011; 184 ;0;1598;105;0;148750
Honda;Civic;-;Malatya;Benzin;Otomatik;Onden;2012; 150 ;0;1595;125;0;148750
Peugeot;RCZ;-;Ankara;Benzin;Otomatik;Onden;2012; 200 ;0;1598;158;0;148500
Ford;C-Max;-;Trabzon;Dizel;Duz;Onden;2012; 158 ;0;1560;115;0;148500
Honda;Civic;-;Iğdır;LPG;Otomatik;Onden;2010; 155 ;0;1595;125;0;148500
Ford;Focus;-;Şanlıurfa;Dizel;Duz;Onden;2014; 137 ;0;1560;95;0;148500
Kia;Rio;-;Tekirdağ;Dizel;Duz;Onden;2017; 92 ;0;1396;90;1;148500
Hyundai;Elantra;-;Uşak;Benzin;Otomatik;Onden;2013; 80 ;0;1591;132;0;148500
Renault;Symbol;-;Kocaeli;Dizel;Duz;Onden;2019; 21 ;0;1461;95;1;148500
Fiat;Egea;-;Siirt;Benzin;Duz;Onden;2020; 2 ;0;1368;95;1;148500
Volkswagen;Golf;-;Eskişehir;Dizel;Duz;Onden;2010; 240 ;0;1598;105;0;148000
Volkswagen;Jetta;-;Gaziantep;Dizel;Yarı;Onden;2012; 196 ;0;1598;105;0;148000
Ford;Focus;-;Hatay;Dizel;Duz;Onden;2013; 142 ;0;1560;115;0;148000
Opel;Insignia;-;Edirne;Benzin;Duz;Onden;2012; 130 ;0;1598;180;0;148000
Fiat;Egea;-;İstanbul;Dizel;Duz;Onden;2016; 129 ;0;1598;120;0;148000
Opel;Astra;-;Sakarya;LPG;Otomatik;Onden;2011; 103 ;0;1598;115;0;148000
Hyundai;Accent;-;İstanbul;Dizel;Yarı;Onden;2016; 98 ;0;1582;136;0;148000
Ford;Focus;-;Mersin;LPG;Duz;Onden;2013; 97 ;0;1596;125;0;148000
Opel;Astra;-;Bursa;LPG;Duz;Onden;2015; 93 ;0;1598;115;0;148000
Ford;Fiesta;-;İstanbul;LPG;Yarı;Onden;2016; 86 ;0;1596;105;0;148000
Dacia;Sandero;-;İstanbul;Dizel;Duz;Onden;2017; 72 ;0;1461;90;1;148000
Opel;Corsa;-;İstanbul;Benzin;Otomatik;Onden;2017; 57 ;0;1398;90;1;148000
Honda;Civic;-;İstanbul;Benzin;Duz;Onden;2016; 31 ;0;1598;125;0;148000
Hyundai;i20;-;Bursa;Benzin;Duz;Onden;2017; 30 ;0;1248;84;1;148000
Ford;Fiesta;-;İstanbul;Benzin;Duz;Onden;2015; 25 ;0;1388;96;0;148000
Renault;Fluence;-;Bingöl;Dizel;Yarı;Onden;2015; 73 ;0;1461;110;0;147900
Ford;Focus;-;Batman;Dizel;Duz;Onden;2013; 171 ;0;1560;115;0;147500
DS;Automobiles;-;İstanbul;Dizel;Yarı;Onden;2012; 167 ;0;1560;114;0;147500
Opel;Insignia;-;Mersin;LPG;Duz;Onden;2012; 165 ;0;1364;140;0;147500
Volkswagen;Polo;-;Denizli;Dizel;Duz;Onden;2014; 160 ;0;1422;90;0;147500
Renault;Megane;-;Iğdır;Dizel;Yarı;Onden;2012; 153 ;0;1461;110;0;147500
Hyundai;i30;-;Kocaeli;Dizel;Duz;Onden;2015; 96 ;0;1582;136;0;147500
Opel;Astra;-;İzmir;Benzin;Duz;Onden;2013; 68 ;0;1364;140;0;147500
Ford;Focus;-;Gaziantep;Dizel;Duz;Onden;2015; 63 ;0;1560;115;0;147500
Renault;Megane;-;Çanakkale;Benzin;Otomatik;Onden;2013; 58 ;0;1598;115;0;147500
Honda;Jazz;-;Bilecik;LPG;Otomatik;Onden;2012; 160 ;0;1339;100;0;147000
Volkswagen;Polo;-;Ankara;Dizel;Yarı;Onden;2014; 128 ;0;1422;90;0;147000
Volkswagen;Jetta;-;Samsun;Dizel;Yarı;Onden;2013; 126 ;0;1598;105;0;147000
Fiat;Egea;-;Bursa;Dizel;Duz;Onden;2016; 120 ;0;1598;120;0;147000
Opel;Astra;-;İzmir;Dizel;Duz;Onden;2012; 119 ;0;1248;95;0;147000
Hyundai;Accent;-;Ankara;Dizel;Yarı;Onden;2017; 115 ;0;1582;136;1;147000
Volkswagen;Golf;-;Çanakkale;Benzin;Duz;Onden;2013; 109 ;0;1197;105;0;147000
Renault;Fluence;-;Siirt;Dizel;Duz;Onden;2016; 107 ;0;1461;90;0;147000
Dacia;Sandero;-;İstanbul;Dizel;Duz;Onden;2017; 46 ;0;1461;90;1;147000
Hyundai;Accent;-;Hatay;Dizel;Duz;Onden;2015; 38 ;0;1582;136;0;147000
Fiat;Egea;-;İstanbul;Dizel;Duz;Onden;2019; 8 ;0;1248;95;1;147000
Opel;Astra;-;Bingöl;LPG;Duz;Onden;2013; 130 ;0;1364;140;0;146750
Hyundai;i20;-;Kilis;Dizel;Duz;Onden;2015; 86 ;0;1396;90;0;146750
Opel;Astra;-;Şanlıurfa;LPG;Otomatik;Onden;2012; 155 ;0;1364;140;0;146500
Honda;Civic;-;Yozgat;LPG;Otomatik;Onden;2010; 151 ;0;1595;125;0;146500
Hyundai;i20;-;Malatya;Benzin;Duz;Onden;2015; 79 ;0;1248;84;0;146500
Ford;Focus;-;İstanbul;Dizel;Duz;Onden;2014; 127 ;0;1560;95;0;146350
Ford;Focus;-;Bursa;Benzin;Otomatik;Onden;2011; 65 ;0;1596;100;0;146250
BMW;3;-;Manisa;Dizel;Otomatik;Arkadan;2010; 263 ;0;1995;184;0;146000
Peugeot;508;-;Batman;Dizel;Duz;Onden;2011; 171 ;0;1560;114;0;146000
Fiat;Egea;-;Konya;Dizel;Duz;Onden;2015; 128 ;0;1598;120;0;146000
Ford;Focus;-;Ankara;LPG;Yarı;Onden;2014; 122 ;0;1596;125;0;146000
Opel;Astra;-;İstanbul;Dizel;Duz;Onden;2013; 122 ;0;1248;95;0;146000
Ford;Fiesta;-;Sakarya;Benzin;Otomatik;Onden;2015; 82 ;0;1200;125;0;146000
Opel;Astra;-;Mersin;LPG;Duz;Onden;2014; 75 ;0;1598;115;0;146000
Renault;Megane;-;Kocaeli;Dizel;Duz;Onden;2012; 72 ;0;1461;105;0;146000
Volkswagen;Golf;-;İstanbul;Benzin;Duz;Onden;2015; 66 ;0;1197;110;0;146000
Volkswagen;Polo;-;İstanbul;Benzin;Duz;Onden;2014; 58 ;0;1197;90;0;146000
Opel;Astra;-;Mersin;Benzin;Otomatik;Onden;2014; 28 ;0;1364;140;0;146000
Fiat;Egea;-;Gaziantep;Dizel;Duz;Onden;2017; 49 ;0;1248;95;1;145999
Honda;Civic;-;Kilis;LPG;Otomatik;Onden;2013; 164 ;0;1595;125;0;145750
Opel;Astra;-;Mersin;LPG;Yarı;Onden;2013; 106 ;0;1598;115;0;145750
Chevrolet;Cruze;-;İstanbul;Dizel;Otomatik;Onden;2012; 166 ;0;1998;163;0;145500
Hyundai;Accent;-;Kırklareli;Dizel;Otomatik;Onden;2014; 146 ;0;1582;128;1;145500
Ford;Fiesta;-;Van;Dizel;Duz;Onden;2015; 116 ;0;1498;75;0;145500
Volkswagen;Polo;-;Sivas;Dizel;Duz;Onden;2014; 112 ;0;1422;90;0;145500
Renault;Fluence;-;Diyarbakır;Dizel;Duz;Onden;2015; 93 ;0;1461;110;0;145500
Opel;Astra;-;İstanbul;LPG;Duz;Onden;2015; 91 ;0;1598;115;0;145500
Hyundai;Accent;-;İstanbul;Dizel;Duz;Onden;2015; 77 ;0;1582;136;0;145500
Fiat;Egea;-;Bursa;Dizel;Duz;Onden;2015; 73 ;0;1598;120;0;145500
Volkswagen;Polo;-;Manisa;Benzin;Yarı;Onden;2014; 41 ;0;1197;90;0;145500
Peugeot;301;-;Malatya;Dizel;Duz;Onden;2017; 30 ;0;1560;93;1;145500
Volkswagen;Polo;-;Ankara;Benzin;Duz;Onden;2015; 40 ;0;1197;90;0;145250
Audi;A6;-;Konya;Dizel;Duz;Onden;2007; 342 ;0;1968;140;0;145000
Audi;A4;-;Bitlis;Dizel;Duz;Onden;2007; 250 ;0;1896;115;0;145000
Volkswagen;Jetta;-;Hatay;Dizel;Yarı;Onden;2012; 211 ;0;1598;105;0;145000
BMW;3;-;Şanlıurfa;LPG;Duz;Arkadan;2009; 203 ;0;1597;115;0;145000
Volkswagen;Jetta;-;İstanbul;Benzin;Duz;Onden;2011; 182 ;0;1197;105;0;145000
Opel;Insignia;-;Şırnak;LPG;Duz;Onden;2010; 177 ;0;1598;180;0;145000
Volkswagen;Golf;-;Eskişehir;Dizel;Duz;Onden;2012; 174 ;0;1598;105;0;145000
Opel;Insignia;-;İstanbul;LPG;Duz;Onden;2011; 167 ;0;1598;180;0;145000
BMW;1;-;Tekirdağ;LPG;Otomatik;Arkadan;2011; 167 ;0;1598;136;0;145000
Volkswagen;Jetta;-;Van;Dizel;Duz;Onden;2012; 163 ;0;1598;105;0;145000
Opel;Astra;-;Ankara;Dizel;Duz;Onden;2013; 158 ;0;1248;95;0;145000
DS;Automobiles;-;Konya;Dizel;Yarı;Onden;2012; 155 ;0;1560;114;0;145000
Ford;Focus;-;İzmir;Dizel;Duz;Onden;2012; 154 ;0;1560;115;0;145000
